advances,chart30dPath,chart365dPath,chartTodayPath,date30dAgo,date365dAgo,declines,dy,high,index,indexSymbol,indicativeClose,key,last,low,oneMonthAgoVal,oneWeekAgo,oneWeekAgoVal,oneYearAgoVal,open,pb,pe,perChange30d,perChange365d,percentChange,previousClose,previousDay,previousDayVal,unchanged,variation,yearHigh,yearLow
30,https://nsearchives.nseindia.com/30d/NIFTY-50.svg,https://nsearchives.nseindia.com/365d/NIFTY-50.svg,https://nsearchives.nseindia.com/today/NIFTY-50.svg,22-May-2026,23-Jun-2025,19,1.37,24090.05,NIFTY 50,NIFTY 50,0,INDICES ELIGIBLE IN DERIVATIVES,24021.65,23789.25,23719.3,17-Jun-2026,24085.7,24971.9,23795.8,3.17,20.72,1.27,-4.08,0.83,23824.1,24-Jun-2026,24021.65,1,197.55,26373.2,22182.55
30,https://nsearchives.nseindia.com/30d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/365d/NIFTY-NEXT-50.svg,https://nsearchives.nseindia.com/today/NIFTY-NEXT-50.svg,22-May-2026,23-Jun-2025,20,1.21,72339.05,NIFTY NEXT 50,NIFTY NEXT 50,0,INDICES ELIGIBLE IN DERIVATIVES,72060.5,71693.65,69783.05,17-Jun-2026,72258.5,66780.5,72021.75,3.49,18.75,3.26,7,-0.01,72068.75,24-Jun-2026,72060.5,0,-8.25,73141.05,59896.1
12,https://nsearchives.nseindia.com/30d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/365d/NIFTY-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-BANK.svg,22-May-2026,23-Jun-2025,2,1,58256.35,NIFTY BANK,NIFTY BANK,0,INDICES ELIGIBLE IN DERIVATIVES,58150.35,57074.9,54055.35,17-Jun-2026,57585.05,56059.35,57074.9,1.89,14.63,7.58,2.99,1.69,57183.75,24-Jun-2026,58150.35,0,966.6,61764.85,49954.85
15,https://nsearchives.nseindia.com/30d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/365d/NIFTY-FIN-SERVICE.svg,https://nsearchives.nseindia.com/today/NIFTY-FIN-SERVICE.svg,22-May-2026,23-Jun-2025,5,1.1,26785.4,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,0,INDICES ELIGIBLE IN DERIVATIVES,26736,26277.55,25531.5,17-Jun-2026,26404.95,26556.5,26277.55,2.79,17.21,4.72,-0.05,1.54,26329.3,24-Jun-2026,26736,0,406.7,28562.5,23373.95
13,https://nsearchives.nseindia.com/30d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/365d/NIFTY-MID-SELECT.svg,https://nsearchives.nseindia.com/today/NIFTY-MID-SELECT.svg,22-May-2026,23-Jun-2025,12,0.55,14566.4,NIFTY MIDCAP SELECT,NIFTY MID SELECT,0,INDICES ELIGIBLE IN DERIVATIVES,14516.4,14403.85,14381.55,17-Jun-2026,14575.8,13033.1,14482.55,4.86,30.26,0.94,10.41,0.24,14481.55,24-Jun-2026,14516.4,0,34.85,14770.5,12046.2
60,https://nsearchives.nseindia.com/30d/NIFTY-100.svg,https://nsearchives.nseindia.com/365d/NIFTY-100.svg,https://nsearchives.nseindia.com/today/NIFTY-100.svg,22-May-2026,23-Jun-2025,39,1.34,25148.35,NIFTY 100,NIFTY 100,0,BROAD MARKET INDICES,25075.95,24872.7,24669.3,17-Jun-2026,25141.8,25532.95,24880.7,3.22,20.33,1.65,-2.17,0.68,24907.8,24-Jun-2026,25075.95,1,168.15,26975.15,22720.45
118,https://nsearchives.nseindia.com/30d/NIFTY-200.svg,https://nsearchives.nseindia.com/365d/NIFTY-200.svg,https://nsearchives.nseindia.com/today/NIFTY-200.svg,22-May-2026,23-Jun-2025,81,1.2,13930.05,NIFTY 200,NIFTY 200,0,BROAD MARKET INDICES,13889.45,13777.6,13675.9,17-Jun-2026,13918.25,13915.75,13799.1,3.45,21.71,1.56,-0.63,0.56,13812,24-Jun-2026,13889.45,1,77.45,14700.95,12396.1
263,https://nsearchives.nseindia.com/30d/NIFTY-500.svg,https://nsearchives.nseindia.com/365d/NIFTY-500.svg,https://nsearchives.nseindia.com/today/NIFTY-500.svg,22-May-2026,23-Jun-2025,235,1.12,23183.6,NIFTY 500,NIFTY 500,0,BROAD MARKET INDICES,23126.3,22941.05,22651.3,17-Jun-2026,23109.7,23001.5,22992.9,3.51,22.82,2.1,0.06,0.5,23010.95,24-Jun-2026,23126.3,2,115.35,24144.2,20385.65
32,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-50.svg,22-May-2026,23-Jun-2025,18,0.58,17749.9,NIFTY MIDCAP 50,NIFTY MIDCAP 50,0,BROAD MARKET INDICES,17690.3,17552.15,17478.25,17-Jun-2026,17659.65,16420.8,17637.25,4.8,33.02,1.21,6.84,0.29,17639.8,24-Jun-2026,17690.3,0,50.5,17859.1,14804.55
58,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-100.svg,22-May-2026,23-Jun-2025,42,0.6,62336.4,NIFTY MIDCAP 100,NIFTY MIDCAP 100,0,BROAD MARKET INDICES,62135.25,61646.8,61389.3,17-Jun-2026,62123.35,58206.8,62049.95,4.83,29.81,1.22,5.99,0.1,62070.35,24-Jun-2026,62135.25,0,64.9,62909.55,52032.85
53,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-100.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-100.svg,22-May-2026,23-Jun-2025,47,0.63,18894.8,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,0,BROAD MARKET INDICES,18879.3,18665.1,17956.2,17-Jun-2026,18623.2,18320.9,18792.6,3.59,31.94,5.14,2.31,0.39,18805.9,24-Jun-2026,18879.3,0,73.4,19224.95,14986
,https://nsearchives.nseindia.com/30d/INDIA-VIX.svg,https://nsearchives.nseindia.com/365d/INDIA-VIX.svg,https://nsearchives.nseindia.com/today/INDIA-VIX.svg,22-May-2026,23-Jun-2025,,0,14.3,INDIA VIX,INDIA VIX,0,BROAD MARKET INDICES,13.39,13.3,17.91,17-Jun-2026,13.19,14.05,13.94,0,0,-25.24,-1.83,-3.99,13.94,24-Jun-2026,13.39,,-0.55,28.91,8.72
76,https://nsearchives.nseindia.com/30d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/365d/NIFTY-MIDCAP-150.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDCAP-150.svg,22-May-2026,23-Jun-2025,74,0.65,22943.7,NIFTY MIDCAP 150,NIFTY MIDCAP 150,0,BROAD MARKET INDICES,22872.5,22715.05,22504.2,17-Jun-2026,22786.25,21371.3,22848.3,4.8,29.27,1.64,6.27,0.08,22853.55,24-Jun-2026,22872.5,0,18.95,23138.9,19218
26,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-50.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-50.svg,22-May-2026,23-Jun-2025,24,0.65,9339.3,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,0,BROAD MARKET INDICES,9332.05,9230.4,8836.7,17-Jun-2026,9181.85,8844.95,9278.05,3.42,31.59,5.61,4.7,0.47,9288.55,24-Jun-2026,9332.05,0,43.5,9388.7,7338.35
127,https://nsearchives.nseindia.com/30d/NIFTY-SMLCAP-250.svg,https://nsearchives.nseindia.com/365d/NIFTY-SMLCAP-250.svg,https://nsearchives.nseindia.com/today/NIFTY-SMLCAP-250.svg,22-May-2026,23-Jun-2025,122,0.65,17797.45,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,0,BROAD MARKET INDICES,17784.65,17613.55,16775.3,17-Jun-2026,17495.75,17048,17748.85,3.7,35.21,6.02,3.52,0.21,17747.65,24-Jun-2026,17784.65,1,37,18077.35,14143.45
203,https://nsearchives.nseindia.com/30d/NIFTY-MIDSML-400.svg,https://nsearchives.nseindia.com/365d/NIFTY-MIDSML-400.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDSML-400.svg,22-May-2026,23-Jun-2025,196,0.65,21054.7,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,0,BROAD MARKET INDICES,21018.2,20854.15,20387.65,17-Jun-2026,20849.35,19827.35,20989.15,4.36,31.06,3.09,5.23,0.13,20991.8,24-Jun-2026,21018.2,1,26.4,21245.7,17390.85
263,https://nsearchives.nseindia.com/30d/NIFTY500-MULTICAP.svg,https://nsearchives.nseindia.com/365d/NIFTY500-MULTICAP.svg,https://nsearchives.nseindia.com/today/NIFTY500-MULTICAP.svg,22-May-2026,23-Jun-2025,235,0.99,16397.1,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,0,BROAD MARKET INDICES,16365.95,16232.15,15931.7,17-Jun-2026,16303.8,16036.45,16290.4,3.64,24.95,2.73,1.48,0.41,16299.75,24-Jun-2026,16365.95,2,66.2,16681.75,14102.2
136,https://nsearchives.nseindia.com/30d/NIFTY-LARGEMID250.svg,https://nsearchives.nseindia.com/365d/NIFTY-LARGEMID250.svg,https://nsearchives.nseindia.com/today/NIFTY-LARGEMID250.svg,22-May-2026,23-Jun-2025,113,0.98,16614.75,NIFTY LARGEMIDCAP 250,NIFTY LARGEMID250,0,BROAD MARKET INDICES,16566.4,16442.7,16298.85,17-Jun-2026,16555.05,16148.35,16495.4,3.88,24.17,1.64,2.03,0.37,16505.95,24-Jun-2026,16566.4,1,60.45,17077.75,14445.65
390,https://nsearchives.nseindia.com/30d/NIFTY-TOTAL-MKT.svg,https://nsearchives.nseindia.com/365d/NIFTY-TOTAL-MKT.svg,https://nsearchives.nseindia.com/today/NIFTY-TOTAL-MKT.svg,22-May-2026,23-Jun-2025,356,1.1,13079.85,NIFTY TOTAL MARKET,NIFTY TOTAL MKT,0,BROAD MARKET INDICES,13048.3,12943.95,12750.7,17-Jun-2026,13032,12939.35,12976.7,3.51,23.01,2.33,0.35,0.48,12986.55,24-Jun-2026,13048.3,5,61.75,13548,11436.55
127,https://nsearchives.nseindia.com/30d/NIFTY-MICROCAP250.svg,https://nsearchives.nseindia.com/365d/NIFTY-MICROCAP250.svg,https://nsearchives.nseindia.com/today/NIFTY-MICROCAP250.svg,22-May-2026,23-Jun-2025,121,0.62,25197.75,NIFTY MICROCAP 250,NIFTY MICROCAP250,0,BROAD MARKET INDICES,25111.8,24915.85,23262.45,17-Jun-2026,24781.6,23300.8,25131.85,3.56,28.37,7.95,7.24,-0.09,25135.3,24-Jun-2026,25111.8,3,-23.5,25436.2,18858.5
263,https://nsearchives.nseindia.com/30d/NIFTY500-LMS-EQL.svg,https://nsearchives.nseindia.com/365d/NIFTY500-LMS-EQL.svg,https://nsearchives.nseindia.com/today/NIFTY500-LMS-EQL.svg,22-May-2026,23-Jun-2025,235,0.88,18308.5,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,NIFTY500 LMS EQL,0,BROAD MARKET INDICES,18279.45,18129.6,17732.5,17-Jun-2026,18171.55,17694.3,18214,3.81,26.95,3.08,2.66,0.32,18221.45,24-Jun-2026,18279.45,2,58,18445.25,15495.1
93,https://nsearchives.nseindia.com/30d/NIFTY-FPI-150.svg,,https://nsearchives.nseindia.com/today/NIFTY-FPI-150.svg,22-May-2026,,56,1.21,1552.65,NIFTY INDIA FPI 150,NIFTY FPI 150,0,BROAD MARKET INDICES,1547.9,1535.5,1531.95,17-Jun-2026,1552.85,0,1538.55,3.6,22.21,1.04,0,0.5,1540.15,24-Jun-2026,1547.9,1,7.75,1641.4,1346.5
255,https://nsearchives.nseindia.com/30d/NIFTY-SMALLCAP-500.svg,,https://nsearchives.nseindia.com/today/NIFTY-SMALLCAP-500.svg,22-May-2026,,242,0.65,20237.3,NIFTY SMALLCAP 500,NIFTY SMALLCAP 500,0,BROAD MARKET INDICES,20216.15,20035.1,18999.1,17-Jun-2026,19923.2,0,20198.15,3.67,32.74,6.41,0,0.1,20196.6,24-Jun-2026,20216.15,3,19.55,20434.5,15960.2
203,https://nsearchives.nseindia.com/30d/NIFTY-MIDSMALL-50-50.svg,,https://nsearchives.nseindia.com/today/NIFTY-MIDSMALL-50-50.svg,22-May-2026,,196,0.65,20490.55,NIFTY MIDSMALLCAP400 50:50,NIFTY MIDSMALL 50 50,0,BROAD MARKET INDICES,20464.05,20295.3,19714.75,17-Jun-2026,20258.1,0,20432.55,4.18,31.99,3.8,0,0.15,20434.15,24-Jun-2026,20464.05,1,29.9,20678.85,16874.3
6,https://nsearchives.nseindia.com/30d/NIFTY-AUTO.svg,https://nsearchives.nseindia.com/365d/NIFTY-AUTO.svg,https://nsearchives.nseindia.com/today/NIFTY-AUTO.svg,22-May-2026,23-Jun-2025,9,1.1,26558.45,NIFTY AUTO,NIFTY AUTO,0,SECTORAL INDICES,26384.35,26241.6,26017.1,17-Jun-2026,26724.4,23461.15,26438.15,4.56,30.43,1.41,11.81,-0.42,26496.5,24-Jun-2026,26384.35,0,-112.15,29179.1,23378.9
15,https://nsearchives.nseindia.com/30d/NIFTY-FINSRV25-50.svg,https://nsearchives.nseindia.com/365d/NIFTY-FINSRV25-50.svg,https://nsearchives.nseindia.com/today/NIFTY-FINSRV25-50.svg,22-May-2026,23-Jun-2025,5,1.2,29067.4,NIFTY FINANCIAL SERVICES 25/50,NIFTY FINSRV25 50,0,SECTORAL INDICES,29007.75,28561.35,27884.25,17-Jun-2026,28673,28609.05,28561.35,2.88,16.84,4.03,0.52,1.42,28600.35,24-Jun-2026,29007.75,0,407.4,0,0
9,https://nsearchives.nseindia.com/30d/NIFTY-FMCG.svg,https://nsearchives.nseindia.com/365d/NIFTY-FMCG.svg,https://nsearchives.nseindia.com/today/NIFTY-FMCG.svg,22-May-2026,23-Jun-2025,5,0.93,49238.5,NIFTY FMCG,NIFTY FMCG,0,SECTORAL INDICES,49085.1,48901,50249.8,17-Jun-2026,49556.05,54226.85,49102.2,8.48,33.77,-2.32,-9.68,0.05,49059.05,24-Jun-2026,49085.1,1,26.05,58485.05,45334.15
10,https://nsearchives.nseindia.com/30d/NIFTY-IT.svg,https://nsearchives.nseindia.com/365d/NIFTY-IT.svg,https://nsearchives.nseindia.com/today/NIFTY-IT.svg,22-May-2026,23-Jun-2025,0,3.28,27705.95,NIFTY IT,NIFTY IT,0,SECTORAL INDICES,27566.7,27036.1,28912.45,17-Jun-2026,28809.55,38414.1,27046.4,5.05,18.65,-4.65,-28.25,2.05,27012.05,24-Jun-2026,27566.7,0,554.65,40301.4,26634.5
6,https://nsearchives.nseindia.com/30d/NIFTY-MEDIA.svg,https://nsearchives.nseindia.com/365d/NIFTY-MEDIA.svg,https://nsearchives.nseindia.com/today/NIFTY-MEDIA.svg,22-May-2026,23-Jun-2025,4,1.15,1521.85,NIFTY MEDIA,NIFTY MEDIA,0,SECTORAL INDICES,1519.3,1498.95,1374.55,17-Jun-2026,1505.65,1748.4,1515.05,1.6,36.06,10.53,-12.12,0.32,1514.4,24-Jun-2026,1519.3,0,4.9,1786.15,1245.05
7,https://nsearchives.nseindia.com/30d/NIFTY-METAL.svg,https://nsearchives.nseindia.com/365d/NIFTY-METAL.svg,https://nsearchives.nseindia.com/today/NIFTY-METAL.svg,22-May-2026,23-Jun-2025,8,1.67,12712.45,NIFTY METAL,NIFTY METAL,0,SECTORAL INDICES,12618.75,12497.2,13271.6,17-Jun-2026,13011.4,9198.55,12611.95,2.78,16.79,-4.92,35.82,-0.4,12669.1,24-Jun-2026,12618.75,0,-50.35,13931.35,9086.35
11,https://nsearchives.nseindia.com/30d/NIFTY-PHARMA.svg,https://nsearchives.nseindia.com/365d/NIFTY-PHARMA.svg,https://nsearchives.nseindia.com/today/NIFTY-PHARMA.svg,22-May-2026,23-Jun-2025,9,0.72,25222.9,NIFTY PHARMA,NIFTY PHARMA,0,SECTORAL INDICES,25018.95,24999.5,24573.95,17-Jun-2026,24146.55,21626.2,25052.75,5.25,38.24,1.81,15.44,0.12,24989.95,24-Jun-2026,25018.95,0,29,25294.5,21149.9
7,https://nsearchives.nseindia.com/30d/NIFTY-PSU-BANK.svg,https://nsearchives.nseindia.com/365d/NIFTY-PSU-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-PSU-BANK.svg,22-May-2026,23-Jun-2025,5,0.97,8676.8,NIFTY PSU BANK,NIFTY PSU BANK,0,SECTORAL INDICES,8628.2,8552.8,8006.15,17-Jun-2026,8713.1,6839.55,8577.7,1.21,8.26,7.77,24.34,0.43,8591,24-Jun-2026,8628.2,0,37.2,9918.65,6730.3
10,https://nsearchives.nseindia.com/30d/NIFTY-PVT-BANK.svg,https://nsearchives.nseindia.com/365d/NIFTY-PVT-BANK.svg,https://nsearchives.nseindia.com/today/NIFTY-PVT-BANK.svg,22-May-2026,23-Jun-2025,0,0.89,28316.3,NIFTY PRIVATE BANK,NIFTY PVT BANK,0,SECTORAL INDICES,28276.8,27710.65,26376.2,17-Jun-2026,27893.3,27931.15,27720.75,2.25,18.58,7.21,0.5,1.85,27762.6,24-Jun-2026,28276.8,0,514.2,29748.45,23957.45
10,https://nsearchives.nseindia.com/30d/NIFTY-REALTY.svg,https://nsearchives.nseindia.com/365d/NIFTY-REALTY.svg,https://nsearchives.nseindia.com/today/NIFTY-REALTY.svg,22-May-2026,23-Jun-2025,0,0.36,824.8,NIFTY REALTY,NIFTY REALTY,0,SECTORAL INDICES,823.55,801.3,774.4,17-Jun-2026,814.6,1012.65,804.95,3.89,36.12,6.35,-18.8,2.17,806.05,24-Jun-2026,823.55,0,17.5,1017.35,638.65
13,https://nsearchives.nseindia.com/30d/NIFTY-HEALTHCARE.svg,https://nsearchives.nseindia.com/365d/NIFTY-HEALTHCARE.svg,https://nsearchives.nseindia.com/today/NIFTY-HEALTHCARE.svg,22-May-2026,23-Jun-2025,7,0.6,16056.85,NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,0,SECTORAL INDICES,15954,15933.9,15671.2,17-Jun-2026,15403.15,14083.2,15954.05,5.79,41.34,1.8,12.96,0.22,15918.55,24-Jun-2026,15954,0,35.45,16126,13536.5
8,https://nsearchives.nseindia.com/30d/NIFTY-CONSR-DURBL.svg,https://nsearchives.nseindia.com/365d/NIFTY-CONSR-DURBL.svg,https://nsearchives.nseindia.com/today/NIFTY-CONSR-DURBL.svg,22-May-2026,23-Jun-2025,5,0.37,36667.25,NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,0,SECTORAL INDICES,36581.45,36147.9,35249.15,17-Jun-2026,37223.4,37229.15,36436.8,11.73,65.79,3.78,-2.33,0.28,36478.3,24-Jun-2026,36581.45,0,103.15,40472.45,32587.95
12,https://nsearchives.nseindia.com/30d/NIFTY-OIL-AND-GAS.svg,https://nsearchives.nseindia.com/365d/NIFTY-OIL-AND-GAS.svg,https://nsearchives.nseindia.com/today/NIFTY-OIL-AND-GAS.svg,22-May-2026,23-Jun-2025,3,2.49,11279.25,NIFTY OIL & GAS,NIFTY OIL AND GAS,0,SECTORAL INDICES,11241.6,11131.4,11372.3,17-Jun-2026,11303.95,11473.95,11168.85,1.52,8.82,-1.15,-1.86,0.63,11171.3,24-Jun-2026,11241.6,0,70.3,12445.7,10580.95
14,https://nsearchives.nseindia.com/30d/NIFTY-MIDSML-HLTH.svg,https://nsearchives.nseindia.com/365d/NIFTY-MIDSML-HLTH.svg,https://nsearchives.nseindia.com/today/NIFTY-MIDSML-HLTH.svg,22-May-2026,23-Jun-2025,15,0.37,49729.2,NIFTY MIDSMALL HEALTHCARE,NIFTY MIDSML HLTH,0,SECTORAL INDICES,49201,49170.25,48191.05,17-Jun-2026,47568.1,41755.1,49394.25,5.99,44.16,2.1,17.44,-0.2,49301.95,24-Jun-2026,49201,1,-100.95,49836.85,40352.9
16,https://nsearchives.nseindia.com/30d/NIFTY-FINSEREXBNK.svg,https://nsearchives.nseindia.com/365d/NIFTY-FINSEREXBNK.svg,https://nsearchives.nseindia.com/today/NIFTY-FINSEREXBNK.svg,22-May-2026,23-Jun-2025,14,0.57,31859.85,NIFTY FINANCIAL SERVICES EX-BANK,NIFTY FINSEREXBNK,0,SECTORAL INDICES,31744.2,31327.7,31487.4,17-Jun-2026,31565.1,29905.45,31438.15,4.35,22.66,0.82,5.2,0.65,31540.3,24-Jun-2026,31744.2,0,203.9,32654.2,26788.05
16,https://nsearchives.nseindia.com/30d/NIFTY-MS-FIN-SERV.svg,https://nsearchives.nseindia.com/365d/NIFTY-MS-FIN-SERV.svg,https://nsearchives.nseindia.com/today/NIFTY-MS-FIN-SERV.svg,22-May-2026,23-Jun-2025,14,0.37,22400.75,NIFTY MIDSMALL FINANCIAL SERVICES,NIFTY MS FIN SERV,0,SECTORAL INDICES,22319.2,22095.65,22060.85,17-Jun-2026,22333.9,18590.7,22187.45,3.3,28.84,1.17,19.03,0.46,22217.05,24-Jun-2026,22319.2,0,102.15,22712.05,17421.5
12,https://nsearchives.nseindia.com/30d/NIFTY-MS-IT-TELCM.svg,https://nsearchives.nseindia.com/365d/NIFTY-MS-IT-TELCM.svg,https://nsearchives.nseindia.com/today/NIFTY-MS-IT-TELCM.svg,22-May-2026,23-Jun-2025,8,0.92,9502,NIFTY MIDSMALL IT & TELECOM,NIFTY MS IT TELCM,0,SECTORAL INDICES,9462.25,9388.65,9245.3,17-Jun-2026,9489,10208.5,9396.7,8.76,18.67,2.35,-7.96,0.65,9400.85,24-Jun-2026,9462.25,0,61.4,10592.9,7748.35
11,https://nsearchives.nseindia.com/30d/NIFTY-CHEMICALS.svg,https://nsearchives.nseindia.com/365d/NIFTY-CHEMICALS.svg,https://nsearchives.nseindia.com/today/NIFTY-CHEMICALS.svg,22-May-2026,23-Jun-2025,9,0.59,29816.3,NIFTY CHEMICALS,NIFTY CHEMICALS,0,SECTORAL INDICES,29779,29477.7,29175.35,17-Jun-2026,29638.35,30405.71,29682.35,4.37,47.7,2.07,-2.84,0.37,29670.2,24-Jun-2026,29779,0,108.8,31895.45,24851.65
24,https://nsearchives.nseindia.com/30d/NIFTY500-HEALTH.svg,,https://nsearchives.nseindia.com/today/NIFTY500-HEALTH.svg,22-May-2026,,24,0.54,20768.05,NIFTY500 HEALTHCARE,NIFTY500 HEALTH,0,SECTORAL INDICES,20625.4,20610.55,20155.1,17-Jun-2026,19942.3,0,20643.6,6.1,43.28,2.33,0,0.15,20595.5,24-Jun-2026,20625.4,1,29.9,20849.6,16294.6
13,https://nsearchives.nseindia.com/30d/NIFTY-REITS-REALTY.svg,,https://nsearchives.nseindia.com/today/NIFTY-REITS-REALTY.svg,22-May-2026,,2,3.2,1833,NIFTY REITS & REALTY,NIFTY REITS REALTY,0,SECTORAL INDICES,1831.7,1804.7,1779.65,17-Jun-2026,1815.4,0,1811.3,2.54,48.87,2.92,0,1.16,1810.65,24-Jun-2026,1831.7,0,21.05,1976.65,1632.55
13,https://nsearchives.nseindia.com/30d/NIFTY-CEMENT.svg,,https://nsearchives.nseindia.com/today/NIFTY-CEMENT.svg,22-May-2026,,3,0.43,15091.85,NIFTY CEMENT,NIFTY CEMENT,0,SECTORAL INDICES,15066.05,14795.95,15141.85,17-Jun-2026,14926.3,0,14866.6,2.27,28.39,-0.5,0,1.68,14816.6,24-Jun-2026,15066.05,0,249.45,18188.6,13534.8
31,https://nsearchives.nseindia.com/30d/NIFTY-DIV-OPPS-50.svg,https://nsearchives.nseindia.com/365d/NIFTY-DIV-OPPS-50.svg,https://nsearchives.nseindia.com/today/NIFTY-DIV-OPPS-50.svg,22-May-2026,23-Jun-2025,18,2.48,5823.15,NIFTY DIVIDEND OPPORTUNITIES 50,NIFTY DIV OPPS 50,0,STRATEGY INDICES,5798.8,5757.75,5892.8,17-Jun-2026,5912.95,5995.7,5767.8,2.55,12.95,-1.6,-3.49,0.46,5772.1,24-Jun-2026,5798.8,1,26.7,6584.65,5614
10,https://nsearchives.nseindia.com/30d/NIFTY-GROWSECT-15.svg,https://nsearchives.nseindia.com/365d/NIFTY-GROWSECT-15.svg,https://nsearchives.nseindia.com/today/NIFTY-GROWSECT-15.svg,22-May-2026,23-Jun-2025,4,1.63,10747.6,NIFTY GROWTH SECTORS 15,NIFTY GROWSECT 15,0,STRATEGY INDICES,10704.3,10619.3,10818,17-Jun-2026,10917.1,11380.55,10639.95,6.75,27.75,-1.05,-6.06,0.78,10621.05,24-Jun-2026,10704.3,1,83.25,12852.45,10329.35
17,https://nsearchives.nseindia.com/30d/NIFTY100-QUALTY30.svg,https://nsearchives.nseindia.com/365d/NIFTY100-QUALTY30.svg,https://nsearchives.nseindia.com/today/NIFTY100-QUALTY30.svg,22-May-2026,23-Jun-2025,12,1.72,5463.6,NIFTY100 QUALITY 30,NIFTY100 QUALTY30,0,STRATEGY INDICES,5440.65,5432.65,5525.95,17-Jun-2026,5534.9,5595.3,5444.3,7.25,28.44,-1.54,-2.94,-0.17,5450.15,24-Jun-2026,5440.65,1,-9.5,0,0
12,https://nsearchives.nseindia.com/30d/NIFTY50-VALUE-20.svg,https://nsearchives.nseindia.com/365d/NIFTY50-VALUE-20.svg,https://nsearchives.nseindia.com/today/NIFTY50-VALUE-20.svg,22-May-2026,23-Jun-2025,8,1.7,12053.95,NIFTY50 VALUE 20,NIFTY50 VALUE 20,0,STRATEGY INDICES,12013.1,11899.7,12009.3,17-Jun-2026,12110.95,12778.85,11899.75,2.67,15.74,0.03,-6.02,0.9,11906.05,24-Jun-2026,12013.1,0,107.05,13684.4,11528.6
,https://nsearchives.nseindia.com/30d/NIFTY50-TR-2X-LEV.svg,https://nsearchives.nseindia.com/365d/NIFTY50-TR-2X-LEV.svg,https://nsearchives.nseindia.com/today/NIFTY50-TR-2X-LEV.svg,22-May-2026,23-Jun-2025,,0,18215.25,NIFTY50 TR 2X LEVERAGE,NIFTY50 TR 2X LEV,0,STRATEGY INDICES,18113.35,17767.15,17645.8,17-Jun-2026,18154.05,20458.85,17775.45,0,0,2.65,-11.96,1.64,17820.35,24-Jun-2026,18113.35,,293,22435.45,15547.15
,https://nsearchives.nseindia.com/30d/NIFTY50-PR-2X-LEV.svg,https://nsearchives.nseindia.com/365d/NIFTY50-PR-2X-LEV.svg,https://nsearchives.nseindia.com/today/NIFTY50-PR-2X-LEV.svg,22-May-2026,23-Jun-2025,,0,12028.85,NIFTY50 PR 2X LEVERAGE,NIFTY50 PR 2X LEV,0,STRATEGY INDICES,11961.55,11732.95,11734.2,17-Jun-2026,12040.65,13853.9,11738.45,0,0,1.94,-14.14,1.64,11768.05,24-Jun-2026,11961.55,,193.5,14993.4,10365.7
,https://nsearchives.nseindia.com/30d/NIFTY50-TR-1X-INV.svg,https://nsearchives.nseindia.com/365d/NIFTY50-TR-1X-INV.svg,https://nsearchives.nseindia.com/today/NIFTY50-TR-1X-INV.svg,22-May-2026,23-Jun-2025,,0,180.7,NIFTY50 TR 1X INVERSE,NIFTY50 TR 1X INV,0,STRATEGY INDICES,178.95,178.45,181.25,17-Jun-2026,178.75,168.2,180.65,0,0,-1.27,6.71,-0.83,180.45,24-Jun-2026,178.95,,-1.5,193.35,161.8
