advances,chart30dPath,chart365dPath,chartTodayPath,date30dAgo,date365dAgo,declines,dy,high,index,indexSymbol,indicativeClose,key,last,low,oneMonthAgoVal,oneWeekAgo,oneWeekAgoVal,oneYearAgoVal,open,pb,pe,perChange30d,perChange365d,percentChange,previousClose,previousDay,previousDayVal,unchanged,variation,yearHigh,yearLow
11,https://nsearchives.nseindia.com/30d/NIFTY-TRANS-LOGIS.svg,https://nsearchives.nseindia.com/365d/NIFTY-TRANS-LOGIS.svg,https://nsearchives.nseindia.com/today/NIFTY-TRANS-LOGIS.svg,22-May-2026,23-Jun-2025,19,0.82,24430.55,NIFTY TRANSPORTATION & LOGISTICS,NIFTY TRANS LOGIS,0,THEMATIC INDICES,24340.45,24146.55,23588.25,17-Jun-2026,24473.4,22572.35,24305.4,5.28,41.68,3.19,6.86,0.07,24322.85,24-Jun-2026,24340.45,0,17.6,26459.7,21355.4
11,https://nsearchives.nseindia.com/30d/NIFTY50-SHARIAH.svg,https://nsearchives.nseindia.com/365d/NIFTY50-SHARIAH.svg,https://nsearchives.nseindia.com/today/NIFTY50-SHARIAH.svg,22-May-2026,23-Jun-2025,5,1.95,4200.35,NIFTY50 SHARIAH,NIFTY50 SHARIAH,0,THEMATIC INDICES,4185.25,4153,4346.75,17-Jun-2026,4273.55,4762.45,4153,3.98,23.24,-3.72,-11.98,0.92,4147.2,24-Jun-2026,4185.25,1,38.05,4982.45,4082.25
99,https://nsearchives.nseindia.com/30d/NIFTY500-SHARIAH.svg,https://nsearchives.nseindia.com/365d/NIFTY500-SHARIAH.svg,https://nsearchives.nseindia.com/today/NIFTY500-SHARIAH.svg,22-May-2026,23-Jun-2025,99,1.26,6895.3,NIFTY500 SHARIAH,NIFTY500 SHARIAH,0,THEMATIC INDICES,6877.3,6841.8,6876.1,17-Jun-2026,6943.35,7054,6867.8,4.67,28.36,0.02,-2.86,0.17,6865.85,24-Jun-2026,6877.3,1,11.45,7291.95,6162.95
,https://nsearchives.nseindia.com/30d/NIFTY-SME-EMERGE.svg,https://nsearchives.nseindia.com/365d/NIFTY-SME-EMERGE.svg,https://nsearchives.nseindia.com/today/NIFTY-SME-EMERGE.svg,22-May-2026,23-Jun-2025,,0.22,14117.6,NIFTY SME EMERGE,NIFTY SME EMERGE,0,THEMATIC INDICES,14084.5,14033.45,13689.85,17-Jun-2026,13997.3,14521.68,14051.85,3.43,22.09,2.88,-3.55,0.31,14040.8,24-Jun-2026,14084.5,,43.7,17223.65,11015.55
10,https://nsearchives.nseindia.com/30d/NIFTY-INTERNET.svg,,https://nsearchives.nseindia.com/today/NIFTY-INTERNET.svg,22-May-2026,,17,0.31,1254.05,NIFTY INDIA INTERNET,NIFTY INTERNET,0,THEMATIC INDICES,1249,1241.25,1215.6,17-Jun-2026,1249.4,0,1251.6,6.45,149.25,2.75,0,-0.18,1251.2,24-Jun-2026,1249,0,-2.2,1501.9,1056.45
19,https://nsearchives.nseindia.com/30d/NIFTY-WAVES.svg,https://nsearchives.nseindia.com/365d/NIFTY-WAVES.svg,https://nsearchives.nseindia.com/today/NIFTY-WAVES.svg,22-May-2026,23-Jun-2025,21,0.64,1948.7,NIFTY WAVES,NIFTY WAVES,0,THEMATIC INDICES,1943.65,1921.3,1894.95,17-Jun-2026,1940.8,2161.21,1934.65,2.44,0,2.57,-9.83,0.51,1933.75,24-Jun-2026,1943.65,1,9.9,2789.8,1581.05
47,https://nsearchives.nseindia.com/30d/NIFTY-INFRALOG.svg,,https://nsearchives.nseindia.com/today/NIFTY-INFRALOG.svg,22-May-2026,,53,0.76,12387,NIFTY INDIA INFRASTRUCTURE & LOGISTICS,NIFTY INFRALOG,0,THEMATIC INDICES,12326.15,12258.85,11989.75,17-Jun-2026,12292.35,0,12348.2,4.45,30.56,2.81,0,-0.24,12355.6,24-Jun-2026,12326.15,0,-29.45,12549.95,9210.4
6,https://nsearchives.nseindia.com/30d/NIFTY-RAILWAYSPSU.svg,https://nsearchives.nseindia.com/365d/NIFTY-RAILWAYSPSU.svg,https://nsearchives.nseindia.com/today/NIFTY-RAILWAYSPSU.svg,22-May-2026,23-Jun-2025,11,1.84,2935.55,NIFTY INDIA RAILWAYS PSU,NIFTY RAILWAYSPSU,0,THEMATIC INDICES,2913.45,2901.6,3091,17-Jun-2026,2979.75,3780.59,2932.35,3.06,20.91,-5.74,-23.58,-1.76,2965.6,24-Jun-2026,2913.45,0,-52.15,4005.5,2744.6
33,https://nsearchives.nseindia.com/30d/NIFTYCONGLOMERATE.svg,https://nsearchives.nseindia.com/365d/NIFTYCONGLOMERATE.svg,https://nsearchives.nseindia.com/today/NIFTYCONGLOMERATE.svg,22-May-2026,23-Jun-2025,17,1.01,14771.25,NIFTY CONGLOMERATE 50,NIFTYCONGLOMERATE,0,THEMATIC INDICES,14722.1,14560.3,14538.65,17-Jun-2026,14798.9,14143.44,14573.95,4.19,24.12,1.26,3.45,0.83,14601.35,24-Jun-2026,14722.1,0,120.75,15284.3,12226.8
,https://nsearchives.nseindia.com/30d/NIFTY-GS-8-13YR.svg,https://nsearchives.nseindia.com/365d/NIFTY-GS-8-13YR.svg,https://nsearchives.nseindia.com/today/NIFTY-GS-8-13YR.svg,22-May-2026,23-Jun-2025,,0,3028.26,NIFTY 8-13 YR G-SEC,NIFTY GS 8 13YR,0,FIXED INCOME INDICES,3028.21,3019.52,2959.82,17-Jun-2026,3012.47,2927.82,3019.52,0,0,2.31,3.15,0.3,3018.98,24-Jun-2026,3029.98,,9.23,0,0
,https://nsearchives.nseindia.com/30d/NIFTY-GS-10YR.svg,https://nsearchives.nseindia.com/365d/NIFTY-GS-10YR.svg,https://nsearchives.nseindia.com/today/NIFTY-GS-10YR.svg,22-May-2026,23-Jun-2025,,0,2657.07,NIFTY 10 YR BENCHMARK G-SEC,NIFTY GS 10YR,0,FIXED INCOME INDICES,2655.76,2650.15,2594.35,17-Jun-2026,2641.32,2594.28,2650.16,0,0,2.37,2.02,0.23,2649.66,24-Jun-2026,2658.08,,6.1,0,0
,https://nsearchives.nseindia.com/30d/NIFTY-GS-10YR-CLN.svg,https://nsearchives.nseindia.com/365d/NIFTY-GS-10YR-CLN.svg,https://nsearchives.nseindia.com/today/NIFTY-GS-10YR-CLN.svg,22-May-2026,23-Jun-2025,,0,877.56,NIFTY 10 YR BENCHMARK G-SEC (CLEAN PRICE),NIFTY GS 10YR CLN,0,FIXED INCOME INDICES,877.13,875.26,862.04,17-Jun-2026,873.49,915.42,875.26,0,0,1.75,-4.49,0.21,875.26,24-Jun-2026,877.9,,1.87,0,0
,https://nsearchives.nseindia.com/30d/NIFTY-GS-4-8YR.svg,https://nsearchives.nseindia.com/365d/NIFTY-GS-4-8YR.svg,https://nsearchives.nseindia.com/today/NIFTY-GS-4-8YR.svg,22-May-2026,23-Jun-2025,,0,3313.91,NIFTY 4-8 YR G-SEC INDEX,NIFTY GS 4 8YR,0,FIXED INCOME INDICES,3313.22,3307.31,3236.38,17-Jun-2026,3304.97,3156.31,3307.31,0,0,2.37,4.76,0.19,3306.75,24-Jun-2026,3314.38,,6.47,0,0
,https://nsearchives.nseindia.com/30d/NIFTY-GS-11-15YR.svg,https://nsearchives.nseindia.com/365d/NIFTY-GS-11-15YR.svg,https://nsearchives.nseindia.com/today/NIFTY-GS-11-15YR.svg,22-May-2026,23-Jun-2025,,0,3332.57,NIFTY 11-15 YR G-SEC INDEX,NIFTY GS 11 15YR,0,FIXED INCOME INDICES,3331.2,3323.23,3230.95,17-Jun-2026,3306.57,3217.28,3323.23,0,0,3.1,3.18,0.25,3322.61,24-Jun-2026,3333.57,,8.59,0,0
,https://nsearchives.nseindia.com/30d/NIFTY-GS-15YRPLUS.svg,https://nsearchives.nseindia.com/365d/NIFTY-GS-15YRPLUS.svg,https://nsearchives.nseindia.com/today/NIFTY-GS-15YRPLUS.svg,22-May-2026,23-Jun-2025,,0,3548.96,NIFTY 15 YR AND ABOVE G-SEC INDEX,NIFTY GS 15YRPLUS,0,FIXED INCOME INDICES,3545.95,3531.98,3426.02,17-Jun-2026,3499.27,3474.56,3531.99,0,0,3.5,1.75,0.41,3531.27,24-Jun-2026,3552.41,,14.68,0,0
,https://nsearchives.nseindia.com/30d/NIFTY-GS-COMPSITE.svg,https://nsearchives.nseindia.com/365d/NIFTY-GS-COMPSITE.svg,https://nsearchives.nseindia.com/today/NIFTY-GS-COMPSITE.svg,22-May-2026,23-Jun-2025,,0,3119.09,NIFTY COMPOSITE G-SEC INDEX,NIFTY GS COMPSITE,0,FIXED INCOME INDICES,3118.6,3109.62,3039.14,17-Jun-2026,3097.98,3013.71,3109.62,0,0,2.61,3.21,0.3,3109.04,24-Jun-2026,3120.98,,9.56,0,0
,https://nsearchives.nseindia.com/30d/BHARATBOND-APR30.svg,https://nsearchives.nseindia.com/365d/BHARATBOND-APR30.svg,https://nsearchives.nseindia.com/today/BHARATBOND-APR30.svg,22-May-2026,23-Jun-2025,,0,1601.43,NIFTY BHARAT BOND INDEX - APRIL 2030,BHARATBOND-APR30,0,FIXED INCOME INDICES,1601.43,1600.92,1564.69,17-Jun-2026,1598.74,1525.96,1600.93,0,0,2.35,4.8,0.05,1600.62,24-Jun-2026,1602.85,,0.81,0,0
,https://nsearchives.nseindia.com/30d/BHARATBOND-APR31.svg,https://nsearchives.nseindia.com/365d/BHARATBOND-APR31.svg,https://nsearchives.nseindia.com/today/BHARATBOND-APR31.svg,22-May-2026,23-Jun-2025,,0,1454.7,NIFTY BHARAT BOND INDEX - APRIL 2031,BHARATBOND-APR31,0,FIXED INCOME INDICES,1454.7,1453.47,1418.29,17-Jun-2026,1453.27,1394.22,1453.47,0,0,2.57,4.26,0.1,1453.19,24-Jun-2026,1457.07,,1.51,0,0
,https://nsearchives.nseindia.com/30d/BHARATBOND-APR32.svg,https://nsearchives.nseindia.com/365d/BHARATBOND-APR32.svg,https://nsearchives.nseindia.com/today/BHARATBOND-APR32.svg,22-May-2026,23-Jun-2025,,0,1321.53,NIFTY BHARAT BOND INDEX - APRIL 2032,BHARATBOND-APR32,0,FIXED INCOME INDICES,1321.53,1321.05,1283.87,17-Jun-2026,1318.91,1272.47,1321.06,0,0,2.93,3.8,0.05,1320.81,24-Jun-2026,1323.1,,0.72,0,0
,https://nsearchives.nseindia.com/30d/BHARATBOND-APR33.svg,https://nsearchives.nseindia.com/365d/BHARATBOND-APR33.svg,https://nsearchives.nseindia.com/today/BHARATBOND-APR33.svg,22-May-2026,23-Jun-2025,,0,1282.15,NIFTY BHARAT BOND INDEX - APRIL 2033,BHARATBOND-APR33,0,FIXED INCOME INDICES,1282.15,1282.15,1244.7,17-Jun-2026,1277.31,1238.2,1282.15,0,0,3.01,3.5,0.01,1281.91,24-Jun-2026,1281.77,,0.24,0,0
